dataset,method,accuracy,runtime_s,train_size,test_size,n_classes
ArrowHead,sharp_sdtw_div,0.6114285714285714,17.33526372909546,36,175,3
ArrowHead,mean_cost,0.5885714285714285,0.4812178611755371,36,175,3
ArrowHead,mean_cost_div,0.5942857142857143,1.178802490234375,36,175,3
ArrowHead,dtw_approx,0.6971428571428572,1.4739444255828855,36,175,3
Beef,euclidean,0.5333333333333333,0.0010161399841308,30,30,5
Beef,sdtw,0.5333333333333333,2.1050195693969727,30,30,5
Beef,sdtw_div,0.5,13.133825540542604,30,30,5
Beef,sharp_sdtw,0.4666666666666667,13.053408861160278,30,30,5
Beef,sharp_sdtw_div,0.4666666666666667,66.8766074180603,30,30,5
Beef,mean_cost,0.0,4.788535118103027,30,30,5
Beef,mean_cost_div,0.0,14.126906633377075,30,30,5
Beef,dtw_approx,0.5666666666666667,3.842051982879639,30,30,5
BeetleFly,euclidean,0.85,0.0005326271057128,20,20,2
BeetleFly,sdtw,0.7,2.72776746749878,20,20,2
BeetleFly,sdtw_div,0.75,26.25213408470153,20,20,2
BeetleFly,sharp_sdtw,0.65,7.08190393447876,20,20,2
BeetleFly,sharp_sdtw_div,0.75,55.64426231384277,20,20,2
BeetleFly,mean_cost,0.0,4.463436603546143,20,20,2
BeetleFly,mean_cost_div,0.0,11.131826639175417,20,20,2
BeetleFly,dtw_approx,0.7,4.486751794815064,20,20,2
BirdChicken,euclidean,0.55,0.0004606246948242,20,20,2
BirdChicken,sdtw,0.55,1.4632251262664795,20,20,2
BirdChicken,sdtw_div,0.6,26.015415906906128,20,20,2
BirdChicken,sharp_sdtw,0.65,7.803038358688354,20,20,2
BirdChicken,sharp_sdtw_div,0.6,77.61374807357788,20,20,2
BirdChicken,mean_cost,0.0,4.472444772720337,20,20,2
BirdChicken,mean_cost_div,0.0,11.569386959075928,20,20,2
BirdChicken,dtw_approx,0.65,3.99530029296875,20,20,2
Car,euclidean,0.6166666666666667,0.0017437934875488,60,60,4
Car,sdtw,0.7,5.235135316848755,60,60,4
Car,sdtw_div,0.7333333333333333,25.430633306503296,60,60,4
Car,sharp_sdtw,0.6833333333333333,16.1181583404541,60,60,4
Car,sharp_sdtw_div,0.7,114.44697761535645,60,60,4
Car,mean_cost,0.0,16.13785219192505,60,60,4
Car,mean_cost_div,0.0,56.30416226387024,60,60,4
Car,dtw_approx,0.6666666666666666,5.92147159576416,60,60,4
CBF,euclidean,0.7633333333333333,0.0121457576751708,30,900,3
CBF,sdtw,0.9488888888888888,1.6938998699188232,30,900,3
CBF,sdtw_div,0.9488888888888888,6.125558137893677,30,900,3
CBF,sharp_sdtw,0.9555555555555556,2.0396764278411865,30,900,3
CBF,sharp_sdtw_div,0.9555555555555556,7.72492790222168,30,900,3
CBF,mean_cost,0.73,0.5522863864898682,30,900,3
CBF,mean_cost_div,0.7444444444444445,1.5205650329589844,30,900,3
CBF,dtw_approx,0.9511111111111112,2.1061723232269287,30,900,3
ChlorineConcentration,euclidean,0.3330729166666666,0.056269884109497,467,3840,3
ChlorineConcentration,sdtw,0.3192708333333333,12.684712886810305,467,3840,3
ChlorineConcentration,sdtw_div,0.3177083333333333,52.070343017578125,467,3840,3
ChlorineConcentration,sharp_sdtw,0.32265625,17.623777151107788,467,3840,3
ChlorineConcentration,sharp_sdtw_div,0.32109375,81.46968293190002,467,3840,3
ChlorineConcentration,mean_cost,0.3481770833333333,4.27194356918335,467,3840,3
ChlorineConcentration,mean_cost_div,0.3494791666666667,11.098143100738524,467,3840,3
ChlorineConcentration,dtw_approx,0.3161458333333333,17.603198051452637,467,3840,3
Coffee,euclidean,0.9642857142857144,0.0005064010620117,28,28,2
Coffee,sdtw,0.9285714285714286,0.4325954914093017,28,28,2
Coffee,sdtw_div,0.9285714285714286,1.409013032913208,28,28,2
Coffee,sharp_sdtw,0.9642857142857144,0.7741305828094482,28,28,2
Coffee,sharp_sdtw_div,0.9285714285714286,2.298994541168213,28,28,2
Coffee,mean_cost,0.8928571428571429,0.3702034950256347,28,28,2
Coffee,mean_cost_div,0.8928571428571429,0.2562673091888428,28,28,2
Coffee,dtw_approx,0.9642857142857144,0.511925458908081,28,28,2
CricketX,euclidean,0.2384615384615384,0.024507999420166,390,390,12
CricketX,sdtw,0.5025641025641026,27.0630476474762,390,390,12
CricketX,sdtw_div,0.5051282051282051,162.85091018676758,390,390,12
CricketX,sharp_sdtw,0.5384615384615384,54.3379328250885,390,390,12
CricketX,sharp_sdtw_div,0.5230769230769231,269.8317306041717,390,390,12
CricketX,mean_cost,0.2564102564102564,6.398298263549805,390,390,12
CricketX,mean_cost_div,0.2615384615384615,15.101818323135376,390,390,12
CricketX,dtw_approx,0.5743589743589743,63.36355805397034,390,390,12
CricketY,euclidean,0.3487179487179487,0.0239260196685791,390,390,12
CricketY,sdtw,0.5076923076923077,25.82789921760559,390,390,12
CricketY,sdtw_div,0.5512820512820513,165.1473400592804,390,390,12
CricketY,sharp_sdtw,0.5435897435897435,55.60327100753784,390,390,12
CricketY,sharp_sdtw_div,0.5384615384615384,262.723961353302,390,390,12
CricketY,mean_cost,0.3358974358974358,6.268043041229248,390,390,12
CricketY,mean_cost_div,0.3358974358974358,15.04398274421692,390,390,12
CricketY,dtw_approx,0.5871794871794872,55.36336636543274,390,390,12
CricketZ,euclidean,0.3051282051282051,0.0236856937408447,390,390,12
CricketZ,sdtw,0.5461538461538461,25.775078296661377,390,390,12
CricketZ,sdtw_div,0.5615384615384615,161.4263458251953,390,390,12
CricketZ,sharp_sdtw,0.541025641025641,57.98486280441284,390,390,12
CricketZ,sharp_sdtw_div,0.5333333333333333,264.11944341659546,390,390,12
CricketZ,mean_cost,0.3025641025641025,6.281818151473999,390,390,12
CricketZ,mean_cost_div,0.3025641025641025,15.096996784210203,390,390,12
CricketZ,dtw_approx,0.6102564102564103,62.37478065490723,390,390,12
DiatomSizeReduction,euclidean,0.9575163398692812,0.0063729286193847,16,306,4
DiatomSizeReduction,sdtw,0.9117647058823528,4.921147108078003,16,306,4
DiatomSizeReduction,sdtw_div,0.915032679738562,14.896851301193236,16,306,4
DiatomSizeReduction,sharp_sdtw,0.8431372549019608,5.98147177696228,16,306,4
DiatomSizeReduction,sharp_sdtw_div,0.8464052287581699,17.713958501815796,16,306,4
DiatomSizeReduction,mean_cost,0.9444444444444444,1.681673526763916,16,306,4
DiatomSizeReduction,mean_cost_div,0.954248366013072,4.7442686557769775,16,306,4
DiatomSizeReduction,dtw_approx,0.8464052287581699,4.602226257324219,16,306,4
DistalPhalanxOutlineAgeGroup,euclidean,0.697841726618705,0.0025253295898437,400,139,3
DistalPhalanxOutlineAgeGroup,sdtw,0.7122302158273381,0.4996485710144043,400,139,3
DistalPhalanxOutlineAgeGroup,sdtw_div,0.7194244604316546,3.3910157680511475,400,139,3
DistalPhalanxOutlineAgeGroup,sharp_sdtw,0.697841726618705,0.7605941295623779,400,139,3
DistalPhalanxOutlineAgeGroup,sharp_sdtw_div,0.7050359712230215,7.633066892623901,400,139,3
DistalPhalanxOutlineAgeGroup,mean_cost,0.6546762589928058,0.1893186569213867,400,139,3
DistalPhalanxOutlineAgeGroup,mean_cost_div,0.6834532374100719,0.2323837280273437,400,139,3
DistalPhalanxOutlineAgeGroup,dtw_approx,0.7050359712230215,0.6783895492553711,400,139,3
DistalPhalanxOutlineCorrect,euclidean,0.6884057971014492,0.0035734176635742,600,276,2
DistalPhalanxOutlineCorrect,sdtw,0.4130434782608695,0.5800518989562988,600,276,2
DistalPhalanxOutlineCorrect,sdtw_div,0.6594202898550725,7.905214548110962,600,276,2
DistalPhalanxOutlineCorrect,sharp_sdtw,0.5398550724637681,1.4233839511871338,600,276,2
DistalPhalanxOutlineCorrect,sharp_sdtw_div,0.5797101449275363,16.876258611679077,600,276,2
DistalPhalanxOutlineCorrect,mean_cost,0.6340579710144928,0.2764930725097656,600,276,2
DistalPhalanxOutlineCorrect,mean_cost_div,0.6702898550724637,0.3290810585021972,600,276,2
DistalPhalanxOutlineCorrect,dtw_approx,0.4746376811594203,0.7897186279296875,600,276,2
DistalPhalanxTW,euclidean,0.5755395683453237,0.0043058395385742,400,139,6
DistalPhalanxTW,sdtw,0.5755395683453237,0.4682679176330566,400,139,6
DistalPhalanxTW,sdtw_div,0.60431654676259,2.0986034870147705,400,139,6
DistalPhalanxTW,sharp_sdtw,0.5755395683453237,0.8733317852020264,400,139,6
DistalPhalanxTW,sharp_sdtw_div,0.6187050359712231,3.2332651615142822,400,139,6
DistalPhalanxTW,mean_cost,0.5971223021582733,0.2364115715026855,400,139,6
DistalPhalanxTW,mean_cost_div,0.5827338129496403,0.329118013381958,400,139,6
DistalPhalanxTW,dtw_approx,0.6258992805755396,0.6423115730285645,400,139,6
Earthquakes,euclidean,0.6834532374100719,0.0024445056915283,322,139,2
Earthquakes,sdtw,0.4316546762589928,29.51381826400757,322,139,2
Earthquakes,sdtw_div,0.5539568345323741,283.868613243103,322,139,2
Earthquakes,sharp_sdtw,0.4172661870503597,100.87591099739076,322,139,2
Earthquakes,sharp_sdtw_div,0.5611510791366906,576.1731848716736,322,139,2
Earthquakes,mean_cost,0.0,59.75506544113159,322,139,2
Earthquakes,mean_cost_div,0.0,179.08486461639404,322,139,2
Earthquakes,dtw_approx,0.5611510791366906,97.72377824783324,322,139,2
ECG200,euclidean,0.75,0.0013117790222167,100,100,2
ECG200,sdtw,0.72,0.208547830581665,100,100,2
ECG200,sdtw_div,0.73,1.9214115142822263,100,100,2
ECG200,sharp_sdtw,0.69,0.8900160789489746,100,100,2
ECG200,sharp_sdtw_div,0.73,5.77883243560791,100,100,2
ECG200,mean_cost,0.74,0.0782313346862793,100,100,2
ECG200,mean_cost_div,0.74,0.1152052879333496,100,100,2
ECG200,dtw_approx,0.73,0.4426949024200439,100,100,2
ECG5000,euclidean,0.8604444444444445,0.1107361316680908,500,4500,5
ECG5000,sdtw,0.8673333333333333,16.340575456619263,500,4500,5
ECG5000,sdtw_div,0.8597777777777778,76.28914618492126,500,4500,5
ECG5000,sharp_sdtw,0.868,24.47428297996521,500,4500,5
ECG5000,sharp_sdtw_div,0.8484444444444444,120.94844317436218,500,4500,5
ECG5000,mean_cost,0.8144444444444444,5.789924383163452,500,4500,5
ECG5000,mean_cost_div,0.8364444444444444,15.44813084602356,500,4500,5
ECG5000,dtw_approx,0.8406666666666667,18.47002339363098,500,4500,5
ECGFiveDays,euclidean,0.6898954703832753,0.0088098049163818,23,861,2
ECGFiveDays,sdtw,0.7166085946573751,1.208653450012207,23,861,2
ECGFiveDays,sdtw_div,0.7363530778164924,4.286681413650513,23,861,2
ECGFiveDays,sharp_sdtw,0.7154471544715447,1.6114652156829834,23,861,2
ECGFiveDays,sharp_sdtw_div,0.7886178861788617,5.9199090003967285,23,861,2
ECGFiveDays,mean_cost,0.7955865272938444,0.4037940502166748,23,861,2
ECGFiveDays,mean_cost_div,0.8025551684088269,1.1008825302124023,23,861,2
ECGFiveDays,dtw_approx,0.735191637630662,1.3177502155303955,23,861,2
ElectricDevices,euclidean,0.4826870704188821,0.2502617835998535,8926,7711,7
ElectricDevices,sdtw,0.4898197380365711,51.64090943336487,8926,7711,7
FaceAll,euclidean,0.4917159763313609,0.1120102405548095,560,1690,14
FaceAll,sdtw,0.8159763313609467,16.457001447677612,560,1690,14
FaceAll,sdtw_div,0.8869822485207101,67.99367237091064,560,1690,14
FaceAll,sharp_sdtw,0.8597633136094674,22.647687911987305,560,1690,14
FaceAll,sharp_sdtw_div,0.8928994082840237,97.59201836586,560,1690,14
FaceAll,mean_cost,0.5887573964497042,5.306967496871948,560,1690,14
FaceAll,mean_cost_div,0.6455621301775148,14.118896961212158,560,1690,14
FaceAll,dtw_approx,0.8461538461538461,23.805925846099854,560,1690,14
FaceFour,euclidean,0.8409090909090909,0.0020921230316162,24,88,4
FaceFour,sdtw,0.8636363636363636,2.038327693939209,24,88,4
FaceFour,sdtw_div,0.8977272727272727,11.218168497085571,24,88,4
FaceFour,sharp_sdtw,0.8863636363636364,3.942984342575073,24,88,4
FaceFour,sharp_sdtw_div,0.8977272727272727,23.91427230834961,24,88,4
FaceFour,mean_cost,0.7840909090909091,0.6225924491882324,24,88,4
FaceFour,mean_cost_div,0.7727272727272727,1.507417917251587,24,88,4
FaceFour,dtw_approx,0.8863636363636364,3.16079044342041,24,88,4
FacesUCR,euclidean,0.5395121951219513,0.1311118602752685,200,2050,14
FacesUCR,sdtw,0.8897560975609756,17.902273893356323,200,2050,14
FacesUCR,sdtw_div,0.9107317073170732,60.7958345413208,200,2050,14
FacesUCR,sharp_sdtw,0.9078048780487804,22.10494875907898,200,2050,14
FacesUCR,sharp_sdtw_div,0.9190243902439024,74.173748254776,200,2050,14
FacesUCR,mean_cost,0.5736585365853658,6.036831378936768,200,2050,14
FacesUCR,mean_cost_div,0.5946341463414634,16.782491207122803,200,2050,14
FacesUCR,dtw_approx,0.8765853658536585,20.53851819038391,200,2050,14
FiftyWords,euclidean,0.5164835164835165,0.112293004989624,450,455,50
FiftyWords,sdtw,0.7626373626373626,62.565592527389526,450,455,50
Fish,euclidean,0.56,0.0073382854461669,175,175,7
Fish,sdtw,0.8114285714285714,12.420238256454468,175,175,7
Fish,sdtw_div,0.84,46.29763698577881,175,175,7
Fish,sharp_sdtw,0.8114285714285714,21.33295178413391,175,175,7
Fish,sharp_sdtw_div,0.8285714285714286,76.03901886940002,175,175,7
Fish,mean_cost,0.0,28.690916061401367,175,175,7
Fish,mean_cost_div,0.0,83.85318565368652,175,175,7
Fish,dtw_approx,0.8057142857142857,12.78394079208374,175,175,7
FordA,euclidean,0.503030303030303,0.0226013660430908,3601,1320,2
FordA,sdtw,0.5363636363636364,388.7750952243805,3601,1320,2
FordB,euclidean,0.5037037037037037,0.0158112049102783,3636,810,2
FordB,sdtw,0.5691358024691358,467.10371232032776,3636,810,2
GunPoint,euclidean,0.7533333333333333,0.0017266273498535,50,150,2
GunPoint,sdtw,0.6066666666666667,0.4050791263580322,50,150,2
GunPoint,sdtw_div,0.62,1.3273730278015137,50,150,2
GunPoint,sharp_sdtw,0.6866666666666666,0.7117669582366943,50,150,2
GunPoint,sharp_sdtw_div,0.6866666666666666,6.451013803482056,50,150,2
GunPoint,mean_cost,0.6866666666666666,0.1358873844146728,50,150,2
GunPoint,mean_cost_div,0.7133333333333334,0.2777254581451416,50,150,2
GunPoint,dtw_approx,0.68,0.660485029220581,50,150,2
Ham,euclidean,0.7619047619047619,0.0014545917510986,109,105,2
Ham,sdtw,0.7142857142857143,4.079052686691284,109,105,2
Ham,sdtw_div,0.7523809523809524,55.5858473777771,109,105,2
Ham,sharp_sdtw,0.7904761904761904,19.3110671043396,109,105,2
Ham,sharp_sdtw_div,0.7428571428571429,167.67491602897644,109,105,2
Ham,mean_cost,0.0,13.48742651939392,109,105,2
Ham,mean_cost_div,0.0,39.89949584007263,109,105,2
Ham,dtw_approx,0.7333333333333333,10.26357388496399,109,105,2
HandOutlines,euclidean,0.8189189189189189,0.0101628303527832,1000,370,2
HandOutlines,sdtw,0.7378378378378379,1354.5622794628143,1000,370,2
Haptics,euclidean,0.3928571428571428,0.0105848312377929,155,308,5
Haptics,sdtw,0.461038961038961,121.36944556236269,155,308,5
Herring,euclidean,0.546875,0.0011289119720458,64,64,2
Herring,sdtw,0.640625,2.564603090286255,64,64,2
Herring,sdtw_div,0.625,14.128146648406982,64,64,2
Herring,sharp_sdtw,0.625,7.39743447303772,64,64,2
Herring,sharp_sdtw_div,0.625,31.29998469352722,64,64,2
Herring,mean_cost,0.0,11.763699531555176,64,64,2
Herring,mean_cost_div,0.0,36.32686901092529,64,64,2
Herring,dtw_approx,0.640625,3.2645952701568604,64,64,2
InlineSkate,euclidean,0.1927272727272727,0.0278065204620361,100,550,7
InlineSkate,sdtw,0.2345454545454545,636.7175943851471,100,550,7
ItalyPowerDemand,euclidean,0.9183673469387756,0.0101065635681152,67,1029,2
ItalyPowerDemand,sdtw,0.8814382896015549,0.0983679294586181,67,1029,2
ItalyPowerDemand,sdtw_div,0.9047619047619048,0.3296401500701904,67,1029,2
ItalyPowerDemand,sharp_sdtw,0.8561710398445093,0.1202287673950195,67,1029,2
ItalyPowerDemand,sharp_sdtw_div,0.8736637512147716,0.4358580112457275,67,1029,2
ItalyPowerDemand,mean_cost,0.7162293488824101,0.0612595081329345,67,1029,2
ItalyPowerDemand,mean_cost_div,0.8435374149659864,0.1088755130767822,67,1029,2
ItalyPowerDemand,dtw_approx,0.8134110787172012,0.1254229545593261,67,1029,2
LargeKitchenAppliances,euclidean,0.44,0.0080029964447021,375,375,3
LargeKitchenAppliances,sdtw,0.5893333333333334,150.4905617237091,375,375,3
Lightning2,euclidean,0.6885245901639344,0.0012049674987792,60,61,2
Lightning2,sdtw,0.5901639344262295,9.393901824951172,60,61,2
Lightning2,sdtw_div,0.6557377049180327,92.66994142532349,60,61,2
Lightning2,sharp_sdtw,0.639344262295082,64.98854088783264,60,61,2
Lightning2,sharp_sdtw_div,0.639344262295082,201.3014097213745,60,61,2
Lightning2,mean_cost,0.0,24.41451621055603,60,61,2
Lightning2,mean_cost_div,0.0,67.23207235336304,60,61,2
Lightning2,dtw_approx,0.639344262295082,25.53064203262329,60,61,2
Lightning7,euclidean,0.589041095890411,0.0030570030212402,70,73,7
Lightning7,sdtw,0.726027397260274,3.677748680114746,70,73,7
Lightning7,sdtw_div,0.7397260273972602,23.822332620620728,70,73,7
Lightning7,sharp_sdtw,0.5616438356164384,9.718328475952148,70,73,7
Lightning7,sharp_sdtw_div,0.5753424657534246,44.34959530830383,70,73,7
Lightning7,mean_cost,0.6164383561643836,0.9160425662994384,70,73,7
Lightning7,mean_cost_div,0.6301369863013698,2.027299404144287,70,73,7
Lightning7,dtw_approx,0.7808219178082192,6.753060817718506,70,73,7
Mallat,euclidean,0.9667377398720682,0.1177213191986084,55,2345,8
Meat,euclidean,0.9333333333333332,0.0012545585632324,60,60,3
Meat,sdtw,0.8166666666666667,2.482213020324707,60,60,3
Meat,sdtw_div,0.8833333333333333,9.119237184524536,60,60,3
Meat,sharp_sdtw,0.8833333333333333,5.890805244445801,60,60,3
Meat,sharp_sdtw_div,0.8833333333333333,14.70985722541809,60,60,3
Meat,mean_cost,0.0,8.78390645980835,60,60,3
Meat,mean_cost_div,0.0,34.37156653404236,60,60,3
Meat,dtw_approx,0.8833333333333333,3.4887163639068604,60,60,3
MedicalImages,euclidean,0.3855263157894736,0.0343983173370361,381,760,10
MedicalImages,sdtw,0.3802631578947368,3.296581506729126,381,760,10
MedicalImages,sdtw_div,0.4289473684210526,21.334177255630493,381,760,10
MedicalImages,sharp_sdtw,0.3894736842105263,5.870662450790405,381,760,10
MedicalImages,sharp_sdtw_div,0.4,31.471827030181885,381,760,10
MedicalImages,mean_cost,0.3210526315789473,1.1826794147491455,381,760,10
MedicalImages,mean_cost_div,0.3355263157894737,2.843015432357788,381,760,10
MedicalImages,dtw_approx,0.4039473684210526,5.222382068634033,381,760,10
MiddlePhalanxOutlineAgeGroup,euclidean,0.5714285714285714,0.0028643608093261,400,154,3
MiddlePhalanxOutlineAgeGroup,sdtw,0.6103896103896104,0.3830263614654541,400,154,3
MiddlePhalanxOutlineAgeGroup,sdtw_div,0.6103896103896104,1.5976712703704834,400,154,3
MiddlePhalanxOutlineAgeGroup,sharp_sdtw,0.6038961038961039,0.8036112785339355,400,154,3
MiddlePhalanxOutlineAgeGroup,sharp_sdtw_div,0.6038961038961039,3.07304048538208,400,154,3
MiddlePhalanxOutlineAgeGroup,mean_cost,0.5844155844155844,0.2017285823822021,400,154,3
MiddlePhalanxOutlineAgeGroup,mean_cost_div,0.577922077922078,0.2489233016967773,400,154,3
MiddlePhalanxOutlineAgeGroup,dtw_approx,0.6038961038961039,0.5684764385223389,400,154,3
MiddlePhalanxOutlineCorrect,euclidean,0.4776632302405498,0.0037348270416259,600,291,2
MiddlePhalanxOutlineCorrect,sdtw,0.4192439862542955,0.599522590637207,600,291,2
MiddlePhalanxOutlineCorrect,sdtw_div,0.5910652920962199,3.076799392700196,600,291,2
MiddlePhalanxOutlineCorrect,sharp_sdtw,0.6082474226804123,1.1928958892822266,600,291,2
MiddlePhalanxOutlineCorrect,sharp_sdtw_div,0.6116838487972509,8.961716175079346,600,291,2
MiddlePhalanxOutlineCorrect,mean_cost,0.4879725085910653,0.2914016246795654,600,291,2
MiddlePhalanxOutlineCorrect,mean_cost_div,0.4742268041237113,0.3483943939208984,600,291,2
MiddlePhalanxOutlineCorrect,dtw_approx,0.5326460481099656,0.8247678279876709,600,291,2
MiddlePhalanxTW,euclidean,0.4415584415584415,0.0049798488616943,399,154,6
MiddlePhalanxTW,sdtw,0.4025974025974026,0.508882999420166,399,154,6
MiddlePhalanxTW,sdtw_div,0.4415584415584415,1.981971979141236,399,154,6
MiddlePhalanxTW,sharp_sdtw,0.435064935064935,0.929487943649292,399,154,6
MiddlePhalanxTW,sharp_sdtw_div,0.4415584415584415,3.1490020751953125,399,154,6
MiddlePhalanxTW,mean_cost,0.448051948051948,0.2449798583984375,399,154,6
MiddlePhalanxTW,mean_cost_div,0.4545454545454545,0.3742039203643799,399,154,6
MiddlePhalanxTW,dtw_approx,0.4545454545454545,0.6740326881408691,399,154,6
MoteStrain,euclidean,0.8610223642172524,0.0124263763427734,20,1252,2
MoteStrain,sdtw,0.9041533546325878,0.6752548217773438,20,1252,2
MoteStrain,sdtw_div,0.9017571884984026,2.2632100582122803,20,1252,2
MoteStrain,sharp_sdtw,0.8218849840255591,0.8212494850158691,20,1252,2
MoteStrain,sharp_sdtw_div,0.8889776357827476,2.856794595718384,20,1252,2
MoteStrain,mean_cost,0.8298722044728435,0.2532367706298828,20,1252,2
MoteStrain,mean_cost_div,0.8386581469648562,0.6563608646392822,20,1252,2
MoteStrain,dtw_approx,0.8274760383386581,0.7948858737945557,20,1252,2
NonInvasiveFetalECGThorax1,euclidean,0.7694656488549618,0.4911808967590332,1800,1965,42
NonInvasiveFetalECGThorax1,sdtw,0.7913486005089059,1680.9579102993011,1800,1965,42
NonInvasiveFetalECGThorax2,euclidean,0.8020356234096692,0.4828991889953613,1800,1965,42
NonInvasiveFetalECGThorax2,sdtw,0.8681933842239186,1683.6500725746157,1800,1965,42
OliveOil,euclidean,0.8666666666666667,0.0008959770202636,30,30,4
OliveOil,sdtw,0.8666666666666667,2.1908318996429443,30,30,4
OliveOil,sdtw_div,0.8666666666666667,8.060546398162842,30,30,4
OliveOil,sharp_sdtw,0.8666666666666667,5.061776399612427,30,30,4
OliveOil,sharp_sdtw_div,0.8666666666666667,13.556029796600342,30,30,4
OliveOil,mean_cost,0.0,7.03865647315979,30,30,4
OliveOil,mean_cost_div,0.0,21.197211742401123,30,30,4
OliveOil,dtw_approx,0.8333333333333334,2.7596094608306885,30,30,4
OSULeaf,euclidean,0.359504132231405,0.0080201625823974,200,242,6
OSULeaf,sdtw,0.5,21.203484773635864,200,242,6
OSULeaf,sdtw_div,0.5041322314049587,189.4722509384156,200,242,6
OSULeaf,sharp_sdtw,0.4628099173553719,58.00776600837708,200,242,6
OSULeaf,sharp_sdtw_div,0.4586776859504132,345.9576642513275,200,242,6
OSULeaf,mean_cost,0.0,26.146313905715942,200,242,6
OSULeaf,mean_cost_div,0.0,76.16925430297852,200,242,6
OSULeaf,dtw_approx,0.5247933884297521,34.692646741867065,200,242,6
PhalangesOutlinesCorrect,euclidean,0.6258741258741258,0.0100977420806884,1800,858,2
PhalangesOutlinesCorrect,sdtw,0.6247086247086248,2.4107542037963867,1800,858,2
PhalangesOutlinesCorrect,sdtw_div,0.62004662004662,9.603391885757446,1800,858,2
PhalangesOutlinesCorrect,sharp_sdtw,0.6118881118881119,3.4084343910217285,1800,858,2
PhalangesOutlinesCorrect,sharp_sdtw_div,0.6095571095571095,32.50879096984863,1800,858,2
PhalangesOutlinesCorrect,mean_cost,0.6142191142191142,0.8425366878509521,1800,858,2
PhalangesOutlinesCorrect,mean_cost_div,0.6247086247086248,1.0130934715270996,1800,858,2
PhalangesOutlinesCorrect,dtw_approx,0.6130536130536131,2.4216864109039307,1800,858,2
Phoneme,euclidean,0.0785864978902953,0.4524524211883545,214,1896,39
Phoneme,sdtw,0.1772151898734177,2934.0258083343506,214,1896,39
Plane,euclidean,0.961904761904762,0.003727912902832,105,105,7
Plane,sdtw,0.9904761904761904,0.7457675933837891,105,105,7
Plane,sdtw_div,1.0,3.66066575050354,105,105,7
Plane,sharp_sdtw,1.0,1.1761431694030762,105,105,7
Plane,sharp_sdtw_div,1.0,5.271399021148682,105,105,7
Plane,mean_cost,0.9523809523809524,0.2938032150268554,105,105,7
Plane,mean_cost_div,0.961904761904762,0.6185476779937744,105,105,7
Plane,dtw_approx,1.0,0.8576450347900391,105,105,7
ProximalPhalanxOutlineAgeGroup,euclidean,0.8195121951219512,0.0034799575805664,400,205,3
ProximalPhalanxOutlineAgeGroup,sdtw,0.8439024390243902,0.4367949962615967,400,205,3
ProximalPhalanxOutlineAgeGroup,sdtw_div,0.8439024390243902,1.7197422981262207,400,205,3
ProximalPhalanxOutlineAgeGroup,sharp_sdtw,0.8390243902439024,0.8457839488983154,400,205,3
ProximalPhalanxOutlineAgeGroup,sharp_sdtw_div,0.8390243902439024,2.861092567443848,400,205,3
ProximalPhalanxOutlineAgeGroup,mean_cost,0.8146341463414634,0.2160172462463379,400,205,3
ProximalPhalanxOutlineAgeGroup,mean_cost_div,0.8048780487804879,0.2952404022216797,400,205,3
ProximalPhalanxOutlineAgeGroup,dtw_approx,0.8439024390243902,0.6020152568817139,400,205,3
ProximalPhalanxOutlineCorrect,euclidean,0.6460481099656358,0.0036349296569824,600,291,2
ProximalPhalanxOutlineCorrect,sdtw,0.6494845360824743,0.5978927612304688,600,291,2
ProximalPhalanxOutlineCorrect,sdtw_div,0.6426116838487973,2.337873697280884,600,291,2
ProximalPhalanxOutlineCorrect,sharp_sdtw,0.6426116838487973,1.1826984882354736,600,291,2
ProximalPhalanxOutlineCorrect,sharp_sdtw_div,0.6426116838487973,4.816330194473267,600,291,2
ProximalPhalanxOutlineCorrect,mean_cost,0.6426116838487973,0.2924518585205078,600,291,2
ProximalPhalanxOutlineCorrect,mean_cost_div,0.6460481099656358,0.3496723175048828,600,291,2
ProximalPhalanxOutlineCorrect,dtw_approx,0.6426116838487973,0.829169750213623,600,291,2
ProximalPhalanxTW,euclidean,0.697560975609756,0.0061421394348144,400,205,6
ProximalPhalanxTW,sdtw,0.7121951219512195,0.5844447612762451,400,205,6
ProximalPhalanxTW,sdtw_div,0.7219512195121951,2.1671841144561768,400,205,6
ProximalPhalanxTW,sharp_sdtw,0.7219512195121951,1.0153310298919678,400,205,6
ProximalPhalanxTW,sharp_sdtw_div,0.7268292682926829,3.6501190662384033,400,205,6
ProximalPhalanxTW,mean_cost,0.7121951219512195,0.269275426864624,400,205,6
ProximalPhalanxTW,mean_cost_div,0.697560975609756,0.4327864646911621,400,205,6
ProximalPhalanxTW,dtw_approx,0.7219512195121951,0.7401707172393799,400,205,6
RefrigerationDevices,euclidean,0.3546666666666667,0.007601261138916,375,375,3
RefrigerationDevices,sdtw,0.5333333333333333,133.65082788467407,375,375,3
ScreenType,euclidean,0.4426666666666666,0.0072581768035888,375,375,3
ScreenType,sdtw,0.408,174.24977588653564,375,375,3
ShapeletSim,euclidean,0.5,0.0022599697113037,20,180,2
ShapeletSim,sdtw,0.7333333333333333,4.762677192687988,20,180,2
ShapeletSim,sdtw_div,0.7277777777777777,25.72784185409546,20,180,2
ShapeletSim,sharp_sdtw,0.6388888888888888,11.005904912948608,20,180,2
ShapeletSim,sharp_sdtw_div,0.6777777777777778,48.21523714065552,20,180,2
ShapeletSim,mean_cost,0.0,4.181664943695068,20,180,2
