dataset,method,gamma,accuracy,runtime_s,train_size,test_size,n_classes
CBF,sdtw_div,10.0,0.8588888888888889,5.721809387207031,30,900,3
UMD,sdtw_div,0.5,0.6458333333333334,2.5689916610717773,36,144,3
CBF,sharp_sdtw_div,10.0,0.8977777777777778,7.522662162780762,30,900,3
UMD,sharp_sdtw_div,0.5,0.6319444444444444,5.984745740890503,36,144,3
ECG5000,sdtw_div,10.0,0.866,51.81717109680176,500,4500,5
UMD,sdtw_div,1.0,0.625,2.181147336959839,36,144,3
UMD,sharp_sdtw_div,1.0,0.5763888888888888,3.267895698547364,36,144,3
UMD,sdtw_div,3.0,0.625,1.926819086074829,36,144,3
UMD,sharp_sdtw_div,3.0,0.5902777777777778,3.0671777725219727,36,144,3
UMD,sdtw_div,5.0,0.5763888888888888,1.1115882396697998,36,144,3
UMD,sharp_sdtw_div,5.0,0.5694444444444444,1.866172790527344,36,144,3
UMD,sdtw_div,7.0,0.5416666666666666,1.068267822265625,36,144,3
UMD,sharp_sdtw_div,7.0,0.6180555555555556,1.759695291519165,36,144,3
UMD,sdtw_div,10.0,0.5347222222222222,0.9402542114257812,36,144,3
UMD,sharp_sdtw_div,10.0,0.625,1.3996236324310305,36,144,3
Fungi,sdtw_div,0.5,0.8279569892473119,8.892197132110596,18,186,18
Fungi,sharp_sdtw_div,0.5,0.8010752688172043,10.183279037475586,18,186,18
Fungi,sdtw_div,1.0,0.8494623655913979,8.843111276626587,18,186,18
OSULeaf,sharp_sdtw_div,7.0,0.5495867768595041,204.6665871143341,200,242,6
Fungi,sharp_sdtw_div,1.0,0.8064516129032258,10.092164754867554,18,186,18
ChlorineConcentration,sdtw_div,0.5,0.3192708333333333,58.41643953323364,467,3840,3
Fungi,sdtw_div,3.0,0.9032258064516128,9.273099422454834,18,186,18
ECG5000,sharp_sdtw_div,10.0,0.8608888888888889,67.7857141494751,500,4500,5
ECGFiveDays,sdtw_div,0.5,0.7409988385598142,4.754597425460815,23,861,2
Fungi,sharp_sdtw_div,3.0,0.8387096774193549,10.510485172271729,18,186,18
ECGFiveDays,sharp_sdtw_div,0.5,0.7363530778164924,5.922696828842163,23,861,2
ECGFiveDays,sdtw_div,1.0,0.7363530778164924,4.361481189727783,23,861,2
Fungi,sdtw_div,5.0,0.9301075268817204,9.380569696426392,18,186,18
ECGFiveDays,sharp_sdtw_div,1.0,0.7886178861788617,6.066258907318115,23,861,2
ECGFiveDays,sdtw_div,3.0,0.775842044134727,3.8879475593566895,23,861,2
Fungi,sharp_sdtw_div,5.0,0.8494623655913979,10.627113580703735,18,186,18
ECGFiveDays,sharp_sdtw_div,3.0,0.6980255516840883,5.136774063110352,23,861,2
ECGFiveDays,sdtw_div,5.0,0.8037166085946573,3.8931167125701904,23,861,2
Fungi,sdtw_div,7.0,0.935483870967742,9.442999362945557,18,186,18
OSULeaf,sdtw_div,10.0,0.4256198347107438,50.46789836883545,200,242,6
ECGFiveDays,sharp_sdtw_div,5.0,0.7131242740998839,4.973141193389893,23,861,2
ECGFiveDays,sdtw_div,7.0,0.8130081300813008,3.998866558074951,23,861,2
Fungi,sharp_sdtw_div,7.0,0.8548387096774194,10.692206621170044,18,186,18
ECGFiveDays,sharp_sdtw_div,7.0,0.7468060394889663,5.445078611373901,23,861,2
ECGFiveDays,sdtw_div,10.0,0.8199767711962834,4.066636085510254,23,861,2
Fungi,sdtw_div,10.0,0.9516129032258064,9.504202127456663,18,186,18
ECGFiveDays,sharp_sdtw_div,10.0,0.778164924506388,5.067648887634277,23,861,2
Fungi,sharp_sdtw_div,10.0,0.8548387096774194,10.736353874206545,18,186,18
DodgerLoopDay,sdtw_div,0.5,0.4545454545454545,10.69611382484436,67,77,7
ChlorineConcentration,sharp_sdtw_div,0.5,0.3127604166666666,90.42489719390868,467,3840,3
DodgerLoopDay,sharp_sdtw_div,0.5,0.4675324675324675,14.484179496765137,67,77,7
DodgerLoopDay,sdtw_div,1.0,0.4935064935064935,10.159010648727415,67,77,7
DodgerLoopDay,sharp_sdtw_div,1.0,0.4935064935064935,14.753892421722412,67,77,7
OSULeaf,sharp_sdtw_div,10.0,0.5041322314049587,91.34341311454772,200,242,6
DodgerLoopDay,sdtw_div,3.0,0.4675324675324675,12.76710557937622,67,77,7
ChlorineConcentration,sdtw_div,1.0,0.3177083333333333,52.11207365989685,467,3840,3
FaceAll,sdtw_div,0.5,0.8994082840236687,75.29914474487305,560,1690,14
PhalangesOutlinesCorrect,sdtw_div,0.5,0.62004662004662,15.604844331741331,1800,858,2
DodgerLoopDay,sharp_sdtw_div,3.0,0.4805194805194805,17.031277179718018,67,77,7
DodgerLoopDay,sdtw_div,5.0,0.4545454545454545,13.335498809814451,67,77,7
DodgerLoopDay,sharp_sdtw_div,5.0,0.3766233766233766,18.55370736122132,67,77,7
DodgerLoopDay,sdtw_div,7.0,0.4805194805194805,13.936477184295654,67,77,7
PhalangesOutlinesCorrect,sharp_sdtw_div,0.5,0.5093240093240093,51.47239351272583,1800,858,2
PhalangesOutlinesCorrect,sdtw_div,1.0,0.62004662004662,6.612873792648315,1800,858,2
DodgerLoopDay,sharp_sdtw_div,7.0,0.4025974025974026,18.144566535949707,67,77,7
ChlorineConcentration,sharp_sdtw_div,1.0,0.32109375,81.49457740783691,467,3840,3
PhalangesOutlinesCorrect,sharp_sdtw_div,1.0,0.6095571095571095,20.391123056411743,1800,858,2
DodgerLoopDay,sdtw_div,10.0,0.4545454545454545,13.221887826919556,67,77,7
PhalangesOutlinesCorrect,sdtw_div,3.0,0.6212121212121212,4.731154441833496,1800,858,2
FaceAll,sharp_sdtw_div,0.5,0.8633136094674556,98.22125506401062,560,1690,14
PhalangesOutlinesCorrect,sharp_sdtw_div,3.0,0.6142191142191142,8.489623069763184,1800,858,2
PhalangesOutlinesCorrect,sdtw_div,5.0,0.6235431235431236,4.720690488815308,1800,858,2
DodgerLoopDay,sharp_sdtw_div,10.0,0.4025974025974026,20.444759368896484,67,77,7
PhalangesOutlinesCorrect,sharp_sdtw_div,5.0,0.6118881118881119,7.114246129989624,1800,858,2
DodgerLoopWeekend,sdtw_div,0.5,0.9682539682539684,3.4223673343658447,18,126,2
PhalangesOutlinesCorrect,sdtw_div,7.0,0.6223776223776224,4.702685356140137,1800,858,2
DodgerLoopWeekend,sharp_sdtw_div,0.5,0.9682539682539684,4.1930251121521,18,126,2
DodgerLoopWeekend,sdtw_div,1.0,0.9682539682539684,3.2503528594970703,18,126,2
PhalangesOutlinesCorrect,sharp_sdtw_div,7.0,0.6235431235431236,6.233611106872559,1800,858,2
DodgerLoopWeekend,sharp_sdtw_div,1.0,0.9682539682539684,4.322367668151856,18,126,2
PhalangesOutlinesCorrect,sdtw_div,10.0,0.6282051282051282,4.69534158706665,1800,858,2
DodgerLoopWeekend,sdtw_div,3.0,0.9603174603174603,3.789161920547485,18,126,2
PhalangesOutlinesCorrect,sharp_sdtw_div,10.0,0.6247086247086248,6.218451499938965,1800,858,2
DodgerLoopWeekend,sharp_sdtw_div,3.0,0.9682539682539684,5.619742155075073,18,126,2
Plane,sdtw_div,0.5,1.0,2.653716325759888,105,105,7
DodgerLoopWeekend,sdtw_div,5.0,0.9603174603174603,3.729091882705689,18,126,2
ChlorineConcentration,sdtw_div,3.0,0.3278645833333333,61.90717148780823,467,3840,3
Plane,sharp_sdtw_div,0.5,1.0,4.276342153549194,105,105,7
DodgerLoopWeekend,sharp_sdtw_div,5.0,0.9603174603174603,5.219518661499023,18,126,2
Plane,sdtw_div,1.0,1.0,2.538360834121704,105,105,7
Plane,sharp_sdtw_div,1.0,1.0,3.45510196685791,105,105,7
DodgerLoopWeekend,sdtw_div,7.0,0.9603174603174603,4.4692113399505615,18,126,2
Plane,sdtw_div,3.0,0.9904761904761904,2.5687355995178223,105,105,7
DodgerLoopWeekend,sharp_sdtw_div,7.0,0.9603174603174603,5.533066272735596,18,126,2
Plane,sharp_sdtw_div,3.0,1.0,3.2719125747680664,105,105,7
Plane,sdtw_div,5.0,0.9904761904761904,2.419694900512696,105,105,7
DodgerLoopWeekend,sdtw_div,10.0,0.9682539682539684,4.20819354057312,18,126,2
Plane,sharp_sdtw_div,5.0,1.0,3.224390983581543,105,105,7
Plane,sdtw_div,7.0,0.9904761904761904,2.38584041595459,105,105,7
DodgerLoopWeekend,sharp_sdtw_div,10.0,0.9603174603174603,6.341317653656006,18,126,2
Plane,sharp_sdtw_div,7.0,1.0,3.022282600402832,105,105,7
FaceAll,sdtw_div,1.0,0.8869822485207101,70.30958914756775,560,1690,14
Plane,sdtw_div,10.0,0.9809523809523808,2.2264726161956787,105,105,7
DodgerLoopGame,sdtw_div,0.5,0.8188976377952756,3.580971002578736,17,127,2
Plane,sharp_sdtw_div,10.0,0.9904761904761904,2.9621567726135254,105,105,7
ProximalPhalanxOutlineAgeGroup,sdtw_div,0.5,0.8390243902439024,1.1745390892028809,400,205,3
DodgerLoopGame,sharp_sdtw_div,0.5,0.8267716535433071,4.76575493812561,17,127,2
ProximalPhalanxOutlineAgeGroup,sharp_sdtw_div,0.5,0.8390243902439024,2.4332809448242188,400,205,3
ProximalPhalanxOutlineAgeGroup,sdtw_div,1.0,0.8439024390243902,1.1533429622650146,400,205,3
DodgerLoopGame,sdtw_div,1.0,0.8110236220472441,3.5465877056121826,17,127,2
ProximalPhalanxOutlineAgeGroup,sharp_sdtw_div,1.0,0.8390243902439024,1.7848973274230957,400,205,3
ProximalPhalanxOutlineAgeGroup,sdtw_div,3.0,0.8341463414634146,1.1647756099700928,400,205,3
ProximalPhalanxOutlineAgeGroup,sharp_sdtw_div,3.0,0.8439024390243902,1.520228624343872,400,205,3
ProximalPhalanxOutlineAgeGroup,sdtw_div,5.0,0.824390243902439,1.163217306137085,400,205,3
DodgerLoopGame,sharp_sdtw_div,1.0,0.8346456692913385,4.393835783004761,17,127,2
ProximalPhalanxOutlineAgeGroup,sharp_sdtw_div,5.0,0.8439024390243902,1.5209016799926758,400,205,3
ProximalPhalanxOutlineAgeGroup,sdtw_div,7.0,0.8195121951219512,1.1607747077941897,400,205,3
ProximalPhalanxOutlineAgeGroup,sharp_sdtw_div,7.0,0.8390243902439024,1.5117900371551514,400,205,3
DodgerLoopGame,sdtw_div,3.0,0.7716535433070866,4.257471799850464,17,127,2
ProximalPhalanxOutlineAgeGroup,sdtw_div,10.0,0.8195121951219512,1.1571950912475586,400,205,3
ProximalPhalanxOutlineAgeGroup,sharp_sdtw_div,10.0,0.8390243902439024,1.5150260925292969,400,205,3
ProximalPhalanxOutlineCorrect,sdtw_div,0.5,0.6426116838487973,1.5950863361358645,600,291,2
DodgerLoopGame,sharp_sdtw_div,3.0,0.8503937007874016,5.072793245315552,17,127,2
ProximalPhalanxOutlineCorrect,sharp_sdtw_div,0.5,0.6426116838487973,5.115622282028198,600,291,2
DodgerLoopGame,sdtw_div,5.0,0.8110236220472441,4.582003116607666,17,127,2
ProximalPhalanxOutlineCorrect,sdtw_div,1.0,0.6426116838487973,1.5676658153533936,600,291,2
ProximalPhalanxOutlineCorrect,sharp_sdtw_div,1.0,0.6426116838487973,2.9664764404296875,600,291,2
DodgerLoopGame,sharp_sdtw_div,5.0,0.7874015748031497,5.892847299575806,17,127,2
ProximalPhalanxOutlineCorrect,sdtw_div,3.0,0.6426116838487973,1.5807151794433594,600,291,2
ProximalPhalanxOutlineCorrect,sharp_sdtw_div,3.0,0.6426116838487973,2.1000452041625977,600,291,2
ProximalPhalanxOutlineCorrect,sdtw_div,5.0,0.6426116838487973,1.5804083347320557,600,291,2
DodgerLoopGame,sdtw_div,7.0,0.7874015748031497,4.418654441833496,17,127,2
ProximalPhalanxOutlineCorrect,sharp_sdtw_div,5.0,0.6426116838487973,2.0964550971984863,600,291,2
ProximalPhalanxOutlineCorrect,sdtw_div,7.0,0.6426116838487973,1.574462890625,600,291,2
ProximalPhalanxOutlineCorrect,sharp_sdtw_div,7.0,0.6426116838487973,2.0843896865844727,600,291,2
DodgerLoopGame,sharp_sdtw_div,7.0,0.7952755905511811,5.610895156860352,17,127,2
ProximalPhalanxOutlineCorrect,sdtw_div,10.0,0.6426116838487973,1.5719690322875977,600,291,2
ProximalPhalanxOutlineCorrect,sharp_sdtw_div,10.0,0.6426116838487973,2.0793137550354004,600,291,2
DodgerLoopGame,sdtw_div,10.0,0.8110236220472441,4.841821670532227,17,127,2
ProximalPhalanxTW,sdtw_div,0.5,0.7219512195121951,1.6460633277893066,400,205,6
ProximalPhalanxTW,sharp_sdtw_div,0.5,0.7268292682926829,2.344665288925171,400,205,6
ProximalPhalanxTW,sdtw_div,1.0,0.7219512195121951,1.464773178100586,400,205,6
DodgerLoopGame,sharp_sdtw_div,10.0,0.7795275590551181,5.932403802871704,17,127,2
Chinatown,sdtw_div,0.5,0.8862973760932945,0.0578608512878418,20,343,2
Chinatown,sharp_sdtw_div,0.5,0.8862973760932945,0.0577342510223388,20,343,2
Chinatown,sdtw_div,1.0,0.8862973760932945,0.0459115505218505,20,343,2
ProximalPhalanxTW,sharp_sdtw_div,1.0,0.7268292682926829,2.294006586074829,400,205,6
Chinatown,sdtw_div,3.0,0.8862973760932945,0.0485603809356689,20,343,2
Chinatown,sharp_sdtw_div,3.0,0.8862973760932945,0.057668924331665,20,343,2
Chinatown,sdtw_div,5.0,0.8862973760932945,0.0487160682678222,20,343,2
Chinatown,sharp_sdtw_div,5.0,0.8833819241982507,0.0584354400634765,20,343,2
Chinatown,sdtw_div,7.0,0.8833819241982507,0.0501270294189453,20,343,2
Chinatown,sharp_sdtw_div,7.0,0.8862973760932945,0.059335708618164,20,343,2
Chinatown,sdtw_div,10.0,0.8833819241982507,0.0491671562194824,20,343,2
Chinatown,sharp_sdtw_div,10.0,0.8862973760932945,0.0590908527374267,20,343,2
ProximalPhalanxTW,sdtw_div,3.0,0.7170731707317073,1.4620835781097412,400,205,6
MelbournePedestrian,sdtw_div,0.5,0.7097887020267356,2.212277173995972,1138,2319,10
ProximalPhalanxTW,sharp_sdtw_div,3.0,0.7121951219512195,1.858484506607056,400,205,6
ProximalPhalanxTW,sdtw_div,5.0,0.7073170731707317,1.4597809314727783,400,205,6
MelbournePedestrian,sharp_sdtw_div,0.5,0.710651142733937,2.8153328895568848,1138,2319,10
ProximalPhalanxTW,sharp_sdtw_div,5.0,0.7268292682926829,1.8481049537658687,400,205,6
MelbournePedestrian,sdtw_div,1.0,0.7041828374299267,2.1664905548095703,1138,2319,10
ProximalPhalanxTW,sdtw_div,7.0,0.7024390243902439,1.4559495449066162,400,205,6
ChlorineConcentration,sharp_sdtw_div,3.0,0.3182291666666667,92.04020166397096,467,3840,3
ProximalPhalanxTW,sharp_sdtw_div,7.0,0.7219512195121951,1.8459901809692385,400,205,6
MelbournePedestrian,sharp_sdtw_div,1.0,0.7041828374299267,2.7595114707946777,1138,2319,10
ProximalPhalanxTW,sdtw_div,10.0,0.7073170731707317,1.451528787612915,400,205,6
MelbournePedestrian,sdtw_div,3.0,0.7076326002587322,2.406712293624878,1138,2319,10
ProximalPhalanxTW,sharp_sdtw_div,10.0,0.7268292682926829,1.8419077396392824,400,205,6
MelbournePedestrian,sharp_sdtw_div,3.0,0.705045278137128,2.8567259311676025,1138,2319,10
MelbournePedestrian,sdtw_div,5.0,0.7072013799051315,2.370947360992432,1138,2319,10
MelbournePedestrian,sharp_sdtw_div,5.0,0.709357481673135,3.028667449951172,1138,2319,10
MelbournePedestrian,sdtw_div,7.0,0.7072013799051315,2.3590989112854004,1138,2319,10
MelbournePedestrian,sharp_sdtw_div,7.0,0.7089262613195343,2.976762294769287,1138,2319,10
MelbournePedestrian,sdtw_div,10.0,0.7020267356619232,2.387178659439087,1138,2319,10
MelbournePedestrian,sharp_sdtw_div,10.0,0.7046140577835274,3.0227956771850586,1138,2319,10
ShapeletSim,sdtw_div,0.5,0.6722222222222223,19.98088812828064,20,180,2
Colposcopy,sdtw_div,0.5,0.3168316831683168,9.344676733016968,99,101,6
FaceAll,sharp_sdtw_div,1.0,0.8928994082840237,100.94284105300903,560,1690,14
Colposcopy,sharp_sdtw_div,0.5,0.3564356435643564,16.229692459106445,99,101,6
ShapeletSim,sharp_sdtw_div,0.5,0.5388888888888889,30.831806659698486,20,180,2
ChlorineConcentration,sdtw_div,5.0,0.3361979166666666,56.48512005805969,467,3840,3
Colposcopy,sdtw_div,1.0,0.3861386138613861,12.24480962753296,99,101,6
ShapeletSim,sdtw_div,1.0,0.7277777777777777,19.103607892990112,20,180,2
Colposcopy,sharp_sdtw_div,1.0,0.3861386138613861,16.369191884994507,99,101,6
Colposcopy,sdtw_div,3.0,0.3564356435643564,11.686079025268556,99,101,6
FaceAll,sdtw_div,3.0,0.8621301775147929,69.32332849502563,560,1690,14
Colposcopy,sharp_sdtw_div,3.0,0.3762376237623762,16.27228832244873,99,101,6
ShapeletSim,sharp_sdtw_div,1.0,0.6777777777777778,34.300119400024414,20,180,2
Colposcopy,sdtw_div,5.0,0.3564356435643564,11.81484866142273,99,101,6
ShapeletSim,sdtw_div,3.0,0.7,18.626110076904297,20,180,2
Colposcopy,sharp_sdtw_div,5.0,0.3267326732673267,15.75965428352356,99,101,6
Colposcopy,sdtw_div,7.0,0.3762376237623762,10.524680137634276,99,101,6
ChlorineConcentration,sharp_sdtw_div,5.0,0.3200520833333333,87.22881889343262,467,3840,3
ShapeletSim,sharp_sdtw_div,3.0,0.6944444444444444,30.26307678222656,20,180,2
Colposcopy,sharp_sdtw_div,7.0,0.3663366336633663,18.07916593551636,99,101,6
Colposcopy,sdtw_div,10.0,0.3069306930693069,10.498562574386597,99,101,6
ShapeletSim,sdtw_div,5.0,0.6388888888888888,18.98712658882141,20,180,2
Colposcopy,sharp_sdtw_div,10.0,0.3762376237623762,14.434820175170898,99,101,6
ChlorineConcentration,sdtw_div,7.0,0.33203125,46.86807084083557,467,3840,3
SharePriceIncrease,sdtw_div,0.5,0.629399585921325,6.773000001907349,965,966,2
SharePriceIncrease,sharp_sdtw_div,0.5,0.629399585921325,6.469045877456665,965,966,2
FaceAll,sharp_sdtw_div,3.0,0.8857988165680474,98.00418210029602,560,1690,14
SharePriceIncrease,sdtw_div,1.0,0.6066252587991718,6.288819551467896,965,966,2
ShapeletSim,sharp_sdtw_div,5.0,0.7166666666666667,33.28672671318054,20,180,2
SharePriceIncrease,sharp_sdtw_div,1.0,0.5910973084886129,9.005265951156616,965,966,2
SharePriceIncrease,sdtw_div,3.0,0.6221532091097308,6.848824739456177,965,966,2
ShapeletSim,sdtw_div,7.0,0.6277777777777778,19.8140811920166,20,180,2
SharePriceIncrease,sharp_sdtw_div,3.0,0.5973084886128365,11.913891553878784,965,966,2
SharePriceIncrease,sdtw_div,5.0,0.6200828157349897,8.077386617660522,965,966,2
SharePriceIncrease,sharp_sdtw_div,5.0,0.6325051759834368,10.200860023498535,965,966,2
SharePriceIncrease,sdtw_div,7.0,0.6190476190476191,8.503712892532349,965,966,2
ChlorineConcentration,sharp_sdtw_div,7.0,0.3270833333333333,73.99050402641296,467,3840,3
ShapeletSim,sharp_sdtw_div,7.0,0.7,35.879061222076416,20,180,2
SharePriceIncrease,sharp_sdtw_div,7.0,0.6149068322981367,9.393059253692629,965,966,2
FaceAll,sdtw_div,5.0,0.8431952662721893,68.46598029136658,560,1690,14
SharePriceIncrease,sdtw_div,10.0,0.6107660455486542,8.845312356948853,965,966,2
ShapeletSim,sdtw_div,10.0,0.5888888888888889,17.943902254104614,20,180,2
SharePriceIncrease,sharp_sdtw_div,10.0,0.6190476190476191,11.723058462142944,965,966,2
ChlorineConcentration,sdtw_div,10.0,0.3408854166666666,43.04911971092224,467,3840,3
ShapeletSim,sharp_sdtw_div,10.0,0.6888888888888889,31.63494372367859,20,180,2
SonyAIBORobotSurface1,sdtw_div,0.5,0.8219633943427621,0.6680941581726074,20,601,2
SonyAIBORobotSurface1,sharp_sdtw_div,0.5,0.8718801996672213,0.8090801239013672,20,601,2
SonyAIBORobotSurface1,sdtw_div,1.0,0.8336106489184693,0.63116455078125,20,601,2
SonyAIBORobotSurface1,sharp_sdtw_div,1.0,0.848585690515807,0.8896484375,20,601,2
SonyAIBORobotSurface1,sdtw_div,3.0,0.8502495840266223,0.5456690788269043,20,601,2
SonyAIBORobotSurface1,sharp_sdtw_div,3.0,0.8136439267886856,0.7786803245544434,20,601,2
SonyAIBORobotSurface1,sdtw_div,5.0,0.831946755407654,0.5205347537994385,20,601,2
SonyAIBORobotSurface1,sharp_sdtw_div,5.0,0.8386023294509152,0.6200003623962402,20,601,2
SonyAIBORobotSurface1,sdtw_div,7.0,0.8252911813643927,0.5241901874542236,20,601,2
SonyAIBORobotSurface1,sharp_sdtw_div,7.0,0.8519134775374376,0.616356372833252,20,601,2
SonyAIBORobotSurface1,sdtw_div,10.0,0.8202995008319468,0.5172333717346191,20,601,2
SonyAIBORobotSurface1,sharp_sdtw_div,10.0,0.8419301164725458,0.5962944030761719,20,601,2
SonyAIBORobotSurface2,sdtw_div,0.5,0.7649527806925498,0.8479702472686768,27,953,2
SonyAIBORobotSurface2,sharp_sdtw_div,0.5,0.7880377754459601,1.1018805503845217,27,953,2
SonyAIBORobotSurface2,sdtw_div,1.0,0.7670514165792235,0.8434176445007324,27,953,2
SonyAIBORobotSurface2,sharp_sdtw_div,1.0,0.789087093389297,1.010646104812622,27,953,2
SonyAIBORobotSurface2,sdtw_div,3.0,0.7712486883525709,0.8191299438476562,27,953,2
SonyAIBORobotSurface2,sharp_sdtw_div,3.0,0.7722980062959076,1.0035240650177002,27,953,2
SonyAIBORobotSurface2,sdtw_div,5.0,0.7712486883525709,0.79827880859375,27,953,2
SonyAIBORobotSurface2,sharp_sdtw_div,5.0,0.7712486883525709,1.022693157196045,27,953,2
SonyAIBORobotSurface2,sdtw_div,7.0,0.7712486883525709,0.7985227108001709,27,953,2
SonyAIBORobotSurface2,sharp_sdtw_div,7.0,0.7712486883525709,0.947723388671875,27,953,2
SonyAIBORobotSurface2,sdtw_div,10.0,0.7722980062959076,0.695197582244873,27,953,2
SonyAIBORobotSurface2,sharp_sdtw_div,10.0,0.7712486883525709,0.9223675727844238,27,953,2
FaceAll,sharp_sdtw_div,5.0,0.8757396449704142,99.87544417381288,560,1690,14
ChlorineConcentration,sharp_sdtw_div,10.0,0.3325520833333333,74.77458119392395,467,3840,3
Strawberry,sdtw_div,0.5,0.581081081081081,49.05358409881592,613,370,2
Coffee,sdtw_div,0.5,0.9285714285714286,1.5279500484466553,28,28,2
Coffee,sharp_sdtw_div,0.5,0.9285714285714286,2.720494508743286,28,28,2
Coffee,sdtw_div,1.0,0.9285714285714286,1.3669564723968506,28,28,2
Coffee,sharp_sdtw_div,1.0,0.9285714285714286,2.229429244995117,28,28,2
ElectricDeviceDetection,sdtw_div,0.5,0.8734076433121019,99.33341765403748,624,3768,2
Coffee,sdtw_div,3.0,0.9285714285714286,1.3694615364074707,28,28,2
Coffee,sharp_sdtw_div,3.0,0.9642857142857144,1.973938465118408,28,28,2
Coffee,sdtw_div,5.0,0.9285714285714286,1.3651280403137207,28,28,2
Coffee,sharp_sdtw_div,5.0,0.9642857142857144,1.9699194431304927,28,28,2
Coffee,sdtw_div,7.0,0.9285714285714286,1.3649399280548096,28,28,2
Coffee,sharp_sdtw_div,7.0,0.9285714285714286,1.960553407669068,28,28,2
Coffee,sdtw_div,10.0,0.9285714285714286,1.3895010948181152,28,28,2
Coffee,sharp_sdtw_div,10.0,0.9285714285714286,1.962587118148804,28,28,2
FaceAll,sdtw_div,7.0,0.829585798816568,65.2642879486084,560,1690,14
Strawberry,sharp_sdtw_div,0.5,0.5891891891891892,121.2198965549469,613,370,2
ElectricDeviceDetection,sharp_sdtw_div,0.5,0.8686305732484076,137.93324303627014,624,3768,2
Strawberry,sdtw_div,1.0,0.581081081081081,24.57661414146424,613,370,2
FaceAll,sharp_sdtw_div,7.0,0.8674556213017751,94.98311042785645,560,1690,14
CricketX,sdtw_div,0.5,0.5102564102564102,164.57070398330688,390,390,12
FaceAll,sdtw_div,10.0,0.8201183431952662,62.4348840713501,560,1690,14
ElectricDeviceDetection,sdtw_div,1.0,0.2553078556263269,68.19458723068237,624,3768,2
Strawberry,sharp_sdtw_div,1.0,0.581081081081081,88.72660088539124,613,370,2
Strawberry,sdtw_div,3.0,0.581081081081081,15.859190225601196,613,370,2
Strawberry,sharp_sdtw_div,3.0,0.5864864864864865,24.078009366989136,613,370,2
Strawberry,sdtw_div,5.0,0.5783783783783784,14.086253881454468,613,370,2
FaceAll,sharp_sdtw_div,10.0,0.8520710059171598,94.46282982826231,560,1690,14
Strawberry,sharp_sdtw_div,5.0,0.581081081081081,21.54422378540039,613,370,2
FaceFour,sdtw_div,0.5,0.8863636363636364,13.4356050491333,24,88,4
Strawberry,sdtw_div,7.0,0.5783783783783784,14.11115550994873,613,370,2
FaceFour,sharp_sdtw_div,0.5,0.8863636363636364,23.98338198661804,24,88,4
Strawberry,sharp_sdtw_div,7.0,0.581081081081081,21.54260420799256,613,370,2
FaceFour,sdtw_div,1.0,0.8977272727272727,11.582764387130736,24,88,4
Strawberry,sdtw_div,10.0,0.5783783783783784,14.083837747573853,613,370,2
ElectricDeviceDetection,sharp_sdtw_div,1.0,0.542728237791932,160.15211749076843,624,3768,2
FaceFour,sharp_sdtw_div,1.0,0.8977272727272727,25.688400983810425,24,88,4
Strawberry,sharp_sdtw_div,10.0,0.581081081081081,21.5367751121521,613,370,2
FaceFour,sdtw_div,3.0,0.8863636363636364,11.592339754104614,24,88,4
SwedishLeaf,sdtw_div,0.5,0.8176,20.60668158531189,500,625,15
FaceFour,sharp_sdtw_div,3.0,0.8977272727272727,20.737999200820923,24,88,4
FaceFour,sdtw_div,5.0,0.8863636363636364,10.922648668289185,24,88,4
SwedishLeaf,sharp_sdtw_div,0.5,0.7888,28.60255742073059,500,625,15
FaceFour,sharp_sdtw_div,5.0,0.8636363636363636,20.81234121322632,24,88,4
SwedishLeaf,sdtw_div,1.0,0.8304,20.290902137756348,500,625,15
FaceFour,sdtw_div,7.0,0.875,10.314031839370728,24,88,4
ElectricDeviceDetection,sdtw_div,3.0,0.3062632696390658,84.90318441390991,624,3768,2
FaceFour,sharp_sdtw_div,7.0,0.8636363636363636,23.98238253593445,24,88,4
SwedishLeaf,sharp_sdtw_div,1.0,0.8,26.99678325653076,500,625,15
FaceFour,sdtw_div,10.0,0.9090909090909092,11.762609243392944,24,88,4
SwedishLeaf,sdtw_div,3.0,0.8032,16.98924446105957,500,625,15
CricketX,sharp_sdtw_div,0.5,0.5025641025641026,311.63702917099,390,390,12
FaceFour,sharp_sdtw_div,10.0,0.8181818181818182,23.113999128341675,24,88,4
SwedishLeaf,sharp_sdtw_div,3.0,0.816,24.81304860115052,500,625,15
SwedishLeaf,sdtw_div,5.0,0.8,16.850270986557007,500,625,15
SwedishLeaf,sharp_sdtw_div,5.0,0.8096,22.784522533416748,500,625,15
SwedishLeaf,sdtw_div,7.0,0.7888,16.016900300979614,500,625,15
FacesUCR,sdtw_div,0.5,0.9097560975609756,63.58646821975708,200,2050,14
SwedishLeaf,sharp_sdtw_div,7.0,0.8016,20.705485582351685,500,625,15
SwedishLeaf,sdtw_div,10.0,0.7824,15.75328016281128,500,625,15
SwedishLeaf,sharp_sdtw_div,10.0,0.7984,20.291359663009644,500,625,15
ElectricDeviceDetection,sharp_sdtw_div,3.0,0.238588110403397,187.8644852638245,624,3768,2
FacesUCR,sharp_sdtw_div,0.5,0.8946341463414634,80.41040754318237,200,2050,14
CricketX,sdtw_div,1.0,0.5051282051282051,163.0666160583496,390,390,12
Symbols,sdtw_div,0.5,0.9597989949748744,71.8028507232666,25,995,6
FacesUCR,sdtw_div,1.0,0.9107317073170732,62.09863066673279,200,2050,14
